BirdID,Sex,Tarsus,BillL,BillW,Tail,Wing,Weight,wc,wbar,wdev
TB09185,F,18.2,13.3,7.0,56.0,75.0,29.2,1.6350762527233123,0.16840958605664724,1.466666666666665
TB09188,M,19.3,13.0,6.2,56.0,75.7,28.0,0.43507625272331296,1.3017429193899765,-0.8666666666666636
TB09188,M,19.1,13.3,6.5,56.0,76.5,28.6,1.0350762527233144,1.3017429193899765,-0.26666666666666217
TB09188,M,19.4,13.0,6.3,58.0,77.0,30.0,2.435076252723313,1.3017429193899765,1.1333333333333364
TB09199,M,18.8,13.2,6.4,59.0,80.0,28.9,1.3350762527233115,0.7684095860566451,0.5666666666666664
TB09199,M,18.8,13.0,6.0,61.0,81.5,28.9,1.3350762527233115,0.7684095860566451,0.5666666666666664
TB09199,M,19.0,13.2,6.1,62.0,81.0,27.2,-0.36492374727668775,0.7684095860566451,-1.1333333333333329
TB09206,F,18.1,14.4,6.7,57.5,79.5,28.8,1.2350762527233137,1.0350762527233144,0.1999999999999993
TB09206,F,18.0,13.6,6.4,58.0,80.0,28.4,0.8350762527233115,1.0350762527233144,-0.20000000000000284
TB09207,F,18.7,13.4,6.6,55.3,76.7,28.1,0.5350762527233144,-0.2649237472766863,0.8000000000000007
TB09207,F,18.7,13.7,6.6,56.0,78.0,26.6,-0.9649237472766856,-0.2649237472766863,-0.6999999999999993
TB09207,F,18.5,13.7,6.2,57.0,79.0,27.2,-0.36492374727668775,-0.2649237472766863,-0.10000000000000142
TB09208,M,17.1,12.7,6.7,57.5,78.0,26.1,-1.4649237472766856,-1.814923747276687,0.3500000000000014
TB09208,M,17.2,12.2,6.5,59.0,79.0,25.4,-2.1649237472766885,-1.814923747276687,-0.3500000000000014
TB09209,M,19.4,,,,78.0,29.8,2.2350762527233137,0.8350762527233115,1.4000000000000021
TB09209,M,19.2,12.5,6.4,60.0,79.0,27.0,-0.564923747276687,0.8350762527233115,-1.3999999999999986
TB09226,F,18.9,13.8,6.5,57.0,76.5,29.0,1.435076252723313,0.03507625272331438,1.3999999999999986
TB09226,F,19.2,13.0,6.5,61.0,78.0,26.2,-1.3649237472766877,0.03507625272331438,-1.4000000000000021
TB09229,M,19.0,12.9,6.1,55.5,77.0,27.3,-0.2649237472766863,-0.2649237472766863,0.0
TB09229,M,18.8,13.2,6.0,59.0,80.0,28.2,0.6350762527233123,-0.2649237472766863,0.8999999999999986
TB09229,M,19.1,13.2,6.2,58.0,80.0,26.4,-1.1649237472766885,-0.2649237472766863,-0.9000000000000021
TB09230,F,18.9,12.1,6.0,50.0,76.0,25.3,-2.2649237472766863,-1.6149237472766842,-0.6500000000000021
TB09230,F,19.0,12.2,5.6,54.0,76.0,26.6,-0.9649237472766856,-1.6149237472766842,0.6499999999999986
TB09232,F,18.6,13.6,6.5,55.5,76.0,26.4,-1.1649237472766885,-0.6649237472766885,-0.5
TB09232,F,18.5,13.0,6.1,58.0,76.0,27.4,-0.16492374727668846,-0.6649237472766885,0.5
TB09233,F,17.7,13.0,6.3,56.0,76.0,26.8,-0.7649237472766863,-0.7649237472766863,0.0
TB09233,F,17.7,13.0,6.1,57.0,76.0,26.8,-0.7649237472766863,-0.7649237472766863,0.0
TB09234,F,18.6,13.4,6.4,55.0,76.0,28.5,0.935076252723313,0.935076252723313,0.0
TB09234,F,18.8,13.0,6.4,56.5,78.0,29.4,1.8350762527233115,0.935076252723313,0.8999999999999986
TB09234,F,19.0,13.5,6.1,57.0,78.0,27.6,0.03507625272331438,0.935076252723313,-0.8999999999999986
TB09236,M,19.8,13.6,6.8,56.0,77.5,29.4,1.8350762527233115,1.935076252723313,-0.10000000000000142
TB09236,M,19.9,13.0,6.6,60.0,81.0,29.6,2.0350762527233144,1.935076252723313,0.10000000000000142
TB09243,F,19.1,13.3,6.2,54.5,75.5,28.3,0.7350762527233137,0.4684095860566444,0.26666666666666927
TB09243,F,19.2,13.1,6.1,57.0,77.0,28.3,0.7350762527233137,0.4684095860566444,0.26666666666666927
TB09243,F,18.3,13.2,6.1,58.0,77.0,27.5,-0.06492374727668704,0.4684095860566444,-0.5333333333333314
TB09257,M,19.0,13.1,6.5,60.0,80.0,27.3,-0.2649237472766863,-0.014923747276686328,-0.25
TB09257,M,18.9,13.3,6.4,61.0,81.0,27.8,0.23507625272331367,-0.014923747276686328,0.25
TB09258,F,19.6,13.4,6.3,60.0,78.5,28.3,0.7350762527233137,1.2850762527233144,-0.5500000000000007
TB09258,F,19.9,13.2,6.5,60.0,79.0,29.4,1.8350762527233115,1.2850762527233144,0.5499999999999972
TB09259,M,17.5,13.1,6.0,58.0,78.0,26.6,-0.9649237472766856,-1.1649237472766885,0.20000000000000284
TB09259,M,17.6,13.5,6.0,59.0,79.0,26.2,-1.3649237472766877,-1.1649237472766885,-0.1999999999999993
TB09270,M,18.2,14.6,6.7,57.5,77.0,29.3,1.7350762527233137,1.8850762527233158,-0.15000000000000213
TB09270,M,18.6,14.4,6.6,59.5,79.0,29.6,2.0350762527233144,1.8850762527233158,0.14999999999999858
TB09284,F,17.9,13.1,6.3,55.0,77.5,29.1,1.5350762527233144,0.3850762527233158,1.1499999999999986
TB09284,F,18.3,13.5,6.5,59.0,78.0,26.8,-0.7649237472766863,0.3850762527233158,-1.1500000000000021
TB09291,M,19.5,13.6,6.4,59.5,78.0,29.1,1.5350762527233144,0.685076252723313,0.8500000000000014
TB09291,M,19.7,13.7,6.1,60.0,79.0,27.4,-0.16492374727668846,0.685076252723313,-0.8500000000000014
TB09297,F,17.8,12.8,6.4,58.5,78.0,26.6,-0.9649237472766856,-2.0149237472766863,1.0500000000000007
TB09297,F,18.0,13.1,6.3,59.0,79.0,24.5,-3.064923747276687,-2.0149237472766863,-1.0500000000000007
TB09299,M,19.0,13.5,6.3,59.0,81.0,30.0,2.435076252723313,1.6350762527233123,0.8000000000000007
TB09299,M,19.0,13.7,6.4,60.0,81.0,28.4,0.8350762527233115,1.6350762527233123,-0.8000000000000007
TC19529,F,17.3,12.8,6.2,59.0,76.0,23.5,-4.064923747276687,-3.064923747276687,-1.0
TC19529,F,17.2,13.3,6.0,60.0,77.0,25.5,-2.064923747276687,-3.064923747276687,1.0
TC19533,F,18.7,12.8,6.4,57.0,77.0,29.2,1.6350762527233123,1.7850762527233144,-0.15000000000000213
TC19533,F,18.2,13.0,6.3,56.0,78.0,29.5,1.935076252723313,1.7850762527233144,0.14999999999999858
TC19562,F,18.1,13.4,6.4,56.0,76.5,29.4,1.8350762527233115,-0.16492374727668846,2.0
TC19562,F,18.5,13.2,6.7,59.0,77.0,25.4,-2.1649237472766885,-0.16492374727668846,-2.0
TC19569,F,19.4,13.4,6.6,56.0,79.0,33.7,6.135076252723316,4.185076252723313,1.9500000000000028
TC19569,F,19.5,13.0,6.3,60.0,79.0,29.8,2.2350762527233137,4.185076252723313,-1.9499999999999993
TC19577,F,18.8,13.2,6.4,55.0,75.0,26.7,-0.8649237472766877,0.685076252723313,-1.5500000000000007
TC19577,F,19.0,13.2,6.5,57.0,75.0,29.8,2.2350762527233137,0.685076252723313,1.5500000000000007
TC19587,F,18.4,14.0,6.4,,76.0,26.1,-1.4649237472766856,-1.4149237472766885,-0.04999999999999716
TC19587,F,18.5,13.9,6.6,58.0,77.0,26.2,-1.3649237472766877,-1.4149237472766885,0.05000000000000071
TC19603,M,19.3,12.3,6.5,56.0,79.0,27.5,-0.06492374727668704,-0.21492374727668562,0.14999999999999858
TC19603,M,19.0,12.1,6.3,58.0,80.0,27.2,-0.36492374727668775,-0.21492374727668562,-0.15000000000000213
TC19609,M,19.5,13.3,6.5,58.0,79.0,28.5,0.935076252723313,0.4850762527233137,0.4499999999999993
TC19609,M,20.0,13.0,6.5,57.0,80.0,27.6,0.03507625272331438,0.4850762527233137,-0.4499999999999993
TC19617,M,18.1,13.1,6.0,55.0,79.0,25.0,-2.564923747276687,-1.9649237472766856,-0.6000000000000014
TC19617,M,18.2,12.7,6.0,58.0,80.0,26.2,-1.3649237472766877,-1.9649237472766856,0.5999999999999979
TC19647,F,18.5,12.4,6.3,57.0,77.0,26.0,-1.564923747276687,-0.36492374727668775,-1.1999999999999993
TC19647,F,18.5,12.8,6.2,55.0,78.0,28.4,0.8350762527233115,-0.36492374727668775,1.1999999999999993
TC19663,M,19.5,13.0,6.0,55.0,78.0,27.2,-0.36492374727668775,0.2850762527233144,-0.6500000000000021
TC19663,M,19.8,13.0,6.3,60.0,79.0,28.5,0.935076252723313,0.2850762527233144,0.6499999999999986
TC19664,F,18.6,12.6,6.2,57.0,75.0,24.2,-3.3649237472766877,-1.8649237472766877,-1.5
TC19664,F,19.0,13.2,6.0,57.0,75.0,27.2,-0.36492374727668775,-1.8649237472766877,1.5
TC19674,M,19.0,14.1,6.5,58.0,80.0,27.8,0.23507625272331367,1.2350762527233137,-1.0
TC19674,M,18.5,14.0,6.5,60.0,81.0,29.8,2.2350762527233137,1.2350762527233137,1.0
TC19676,M,18.8,13.4,6.5,56.0,77.0,26.5,-1.064923747276687,-1.314923747276687,0.25
TC19676,M,19.1,13.3,6.7,58.0,78.0,26.0,-1.564923747276687,-1.314923747276687,-0.25
TC19685,M,19.5,12.5,6.8,61.0,80.0,30.8,3.2350762527233137,3.5850762527233115,-0.34999999999999787
TC19685,M,19.5,13.3,6.7,62.0,81.0,31.5,3.935076252723313,3.5850762527233115,0.3500000000000014
TC19695,M,18.4,13.2,6.5,54.0,75.0,26.7,-0.8649237472766877,-0.41492374727668846,-0.4499999999999993
TC19695,M,18.0,13.7,6.2,57.0,76.0,27.6,0.03507625272331438,-0.41492374727668846,0.45000000000000284
TC19696,F,18.0,13.5,6.1,57.0,76.0,28.4,0.8350762527233115,-0.564923747276687,1.3999999999999986
TC19696,F,18.4,13.4,6.1,60.0,76.0,25.6,-1.9649237472766856,-0.564923747276687,-1.3999999999999986
VS06799,M,18.2,12.5,6.5,56.0,78.5,26.8,-0.7649237472766863,-0.9899237472766877,0.22500000000000142
VS06799,M,18.4,12.5,6.5,58.0,78.0,27.3,-0.2649237472766863,-0.9899237472766877,0.7250000000000014
VS06799,M,18.4,12.4,6.3,59.0,78.5,26.9,-0.6649237472766885,-0.9899237472766877,0.3249999999999993
VS06799,M,18.5,12.3,6.0,59.0,80.0,25.3,-2.2649237472766863,-0.9899237472766877,-1.2749999999999986
VS50136,M,19.5,12.7,6.4,56.5,77.3,27.6,0.03507625272331438,0.5350762527233108,-0.49999999999999645
VS50136,M,19.3,12.5,6.2,57.0,76.0,28.5,0.935076252723313,0.5350762527233108,0.40000000000000213
VS50136,M,19.2,13.2,6.2,,80.0,28.2,0.6350762527233123,0.5350762527233108,0.10000000000000142
VS50139,M,18.3,13.1,6.5,61.0,78.0,26.2,-1.3649237472766877,-1.3649237472766877,0.0
VS50139,M,18.2,13.5,6.1,59.0,79.0,26.2,-1.3649237472766877,-1.3649237472766877,0.0
VS50140,M,17.0,13.5,6.3,57.0,77.0,25.7,-1.8649237472766877,-1.8649237472766877,0.0
VS50140,M,16.8,12.9,6.0,59.0,77.5,25.7,-1.8649237472766877,-1.8649237472766877,0.0
VS50141,F,19.7,14.0,6.4,58.5,78.7,30.0,2.435076252723313,1.8850762527233123,0.5500000000000007
VS50141,F,19.8,13.9,6.3,59.0,77.0,28.0,0.43507625272331296,1.8850762527233123,-1.4499999999999993
VS50141,F,19.8,14.3,6.3,60.0,79.0,28.8,1.2350762527233137,1.8850762527233123,-0.6499999999999986
VS50141,F,19.9,13.4,6.4,60.0,79.0,31.0,3.435076252723313,1.8850762527233123,1.5500000000000007
VS50188,F,17.8,12.9,6.2,54.0,73.5,26.6,-0.9649237472766856,-0.5149237472766863,-0.4499999999999993
VS50188,F,17.9,13.3,6.2,55.0,75.0,27.5,-0.06492374727668704,-0.5149237472766863,0.4499999999999993
VV78215,M,19.6,13.5,6.7,58.0,78.5,27.6,0.03507625272331438,0.43507625272331296,-0.3999999999999986
VV78215,M,19.4,14.0,6.7,56.0,78.0,28.0,0.43507625272331296,0.43507625272331296,0.0
VV78215,M,19.5,13.7,6.1,58.0,79.0,28.7,1.1350762527233123,0.43507625272331296,0.6999999999999993
VV78215,M,19.7,13.9,6.2,58.0,80.0,27.7,0.13507625272331225,0.43507625272331296,-0.3000000000000007
VV78261,M,19.1,13.4,6.4,60.0,78.7,25.6,-1.9649237472766856,-1.7649237472766863,-0.1999999999999993
VV78261,M,19.1,13.0,6.6,62.0,80.0,25.6,-1.9649237472766856,-1.7649237472766863,-0.1999999999999993
VV78261,M,19.3,13.4,6.4,61.0,80.0,26.2,-1.3649237472766877,-1.7649237472766863,0.3999999999999986
VX04201,M,17.7,13.2,6.7,56.8,77.2,26.7,-0.8649237472766877,-0.689923747276687,-0.1750000000000007
VX04201,M,17.5,13.5,6.5,56.0,76.0,27.8,0.23507625272331367,-0.689923747276687,0.9250000000000007
VX04201,M,17.7,13.3,6.9,57.0,77.0,26.6,-0.9649237472766856,-0.689923747276687,-0.2749999999999986
VX04201,M,18.0,13.2,6.5,59.0,78.0,26.4,-1.1649237472766885,-0.689923747276687,-0.4750000000000014
VX04207,M,18.2,13.4,6.8,64.0,76.0,27.2,-0.36492374727668775,-0.7149237472766856,0.34999999999999787
VX04207,M,18.5,13.4,6.5,58.0,79.0,26.5,-1.064923747276687,-0.7149237472766856,-0.3500000000000014
VX04208,M,18.1,12.9,6.4,55.0,75.7,26.3,-1.2649237472766863,0.33507625272331154,-1.5999999999999979
VX04208,M,18.1,12.5,6.8,54.0,76.0,29.3,1.7350762527233137,0.33507625272331154,1.4000000000000021
VX04208,M,18.2,12.9,6.2,55.0,76.7,27.5,-0.06492374727668704,0.33507625272331154,-0.3999999999999986
VX04208,M,18.2,13.0,6.3,55.0,76.0,28.5,0.935076252723313,0.33507625272331154,0.6000000000000014
VX04211,M,18.7,13.6,6.8,59.0,79.0,28.0,0.43507625272331296,-0.31492374727668704,0.75
VX04211,M,18.5,13.4,6.8,58.0,79.0,26.5,-1.064923747276687,-0.31492374727668704,-0.75
VX04222,F,18.9,13.9,6.7,55.0,76.0,25.6,-1.9649237472766856,-2.0149237472766863,0.05000000000000071
VX04222,F,18.8,13.9,6.7,55.0,75.0,25.5,-2.064923747276687,-2.0149237472766863,-0.05000000000000071
VX04226,F,19.3,13.0,6.5,57.0,76.0,28.5,0.935076252723313,1.6350762527233123,-0.6999999999999993
VX04226,F,19.0,12.6,7.0,56.0,75.0,31.1,3.5350762527233144,1.6350762527233123,1.9000000000000021
VX04226,F,19.2,12.3,6.6,57.0,76.0,28.0,0.43507625272331296,1.6350762527233123,-1.1999999999999993
VX04228,F,18.1,13.8,6.7,57.0,78.0,27.0,-0.564923747276687,-0.2982570806100213,-0.2666666666666657
VX04228,F,18.2,13.2,6.6,56.7,76.0,27.8,0.23507625272331367,-0.2982570806100213,0.533333333333335
VX04228,F,18.5,13.5,6.4,58.0,77.0,27.0,-0.564923747276687,-0.2982570806100213,-0.2666666666666657
VX04229,M,18.2,13.8,6.5,58.0,78.0,25.4,-2.1649237472766885,-0.9315904139433506,-1.2333333333333378
VX04229,M,18.2,13.5,6.1,60.0,78.0,27.3,-0.2649237472766863,-0.9315904139433506,0.6666666666666643
VX04229,M,18.3,13.2,6.3,59.0,78.0,27.2,-0.36492374727668775,-0.9315904139433506,0.5666666666666629
VX04252,F,19.2,13.2,6.4,59.5,77.0,27.4,-0.16492374727668846,1.0350762527233144,-1.2000000000000028
VX04252,F,19.1,12.8,6.0,59.0,78.5,29.8,2.2350762527233137,1.0350762527233144,1.1999999999999993
VX04279,M,19.8,13.9,6.8,59.0,80.0,28.9,1.3350762527233115,2.3850762527233123,-1.0500000000000007
VX04279,M,20.0,14.0,6.4,60.0,80.0,31.0,3.435076252723313,2.3850762527233123,1.0500000000000007
VX04284,M,18.0,13.6,6.4,57.0,80.0,27.8,0.23507625272331367,-0.41492374727668846,0.6500000000000021
VX04284,M,18.3,13.1,6.2,60.0,81.0,26.5,-1.064923747276687,-0.41492374727668846,-0.6499999999999986
VX04286,M,17.9,13.8,6.6,58.0,78.5,26.6,-0.9649237472766856,-1.0899237472766856,0.125
VX04286,M,18.0,13.7,7.0,58.0,78.0,25.5,-2.064923747276687,-1.0899237472766856,-0.9750000000000014
VX04286,M,18.2,13.3,6.6,59.5,79.5,26.6,-0.9649237472766856,-1.0899237472766856,0.125
VX04286,M,18.5,13.1,6.7,60.0,80.0,27.2,-0.36492374727668775,-1.0899237472766856,0.7249999999999979
VX04291,F,18.7,12.8,6.7,59.0,78.0,28.1,0.5350762527233144,-0.43992374727668704,0.9750000000000014
VX04291,F,18.8,12.8,6.5,58.0,77.0,27.8,0.23507625272331367,-0.43992374727668704,0.6750000000000007
VX04291,F,19.0,13.0,6.7,62.0,78.0,25.8,-1.7649237472766863,-0.43992374727668704,-1.3249999999999993
VX04291,F,18.6,13.2,6.5,60.0,79.0,26.8,-0.7649237472766863,-0.43992374727668704,-0.3249999999999993
VX04299,M,17.8,13.5,6.5,57.0,77.0,26.0,-1.564923747276687,-2.1315904139433535,0.5666666666666664
VX04299,M,17.5,14.1,6.5,55.0,76.0,26.5,-1.064923747276687,-2.1315904139433535,1.0666666666666664
VX04299,M,17.6,13.1,6.2,59.0,78.0,23.8,-3.7649237472766863,-2.1315904139433535,-1.6333333333333329
VX04306,M,18.8,12.6,6.9,58.0,80.0,27.3,-0.2649237472766863,-0.9899237472766877,0.7250000000000014
VX04306,M,18.8,12.4,6.4,56.0,79.0,26.3,-1.2649237472766863,-0.9899237472766877,-0.2749999999999986
VX04306,M,18.6,12.3,6.2,58.5,80.0,27.0,-0.564923747276687,-0.9899237472766877,0.4250000000000007
VX04306,M,19.0,12.5,6.0,60.0,81.0,25.7,-1.8649237472766877,-0.9899237472766877,-0.875
VX04311,F,17.8,13.5,6.5,53.0,75.0,27.8,0.23507625272331367,-0.5149237472766863,0.75
VX04311,F,17.8,13.0,6.5,52.0,74.0,26.3,-1.2649237472766863,-0.5149237472766863,-0.75
VX04325,M,18.7,13.4,6.6,63.0,81.0,30.0,2.435076252723313,3.1350762527233123,-0.6999999999999993
VX04325,M,18.0,14.0,6.7,62.0,80.0,29.0,1.435076252723313,3.1350762527233123,-1.6999999999999993
VX04325,M,18.7,13.5,6.6,64.0,81.0,33.1,5.535076252723314,3.1350762527233123,2.400000000000002
VX04326,M,17.6,13.1,6.4,60.5,78.0,26.9,-0.6649237472766885,0.2100762527233151,-0.8750000000000036
VX04326,M,17.6,13.0,6.6,60.0,77.0,28.8,1.2350762527233137,0.2100762527233151,1.0249999999999986
VX04326,M,17.4,13.2,6.2,61.0,78.5,26.6,-0.9649237472766856,0.2100762527233151,-1.1750000000000007
VX04326,M,17.6,13.2,6.5,62.0,79.0,28.8,1.2350762527233137,0.2100762527233151,1.0249999999999986
VX04336,M,17.0,14.3,6.3,55.0,78.0,26.0,-1.564923747276687,-2.314923747276687,0.75
VX04336,M,16.8,13.8,6.5,56.0,76.0,24.5,-3.064923747276687,-2.314923747276687,-0.75
VX04353,M,18.1,12.7,6.2,57.0,78.0,27.5,-0.06492374727668704,-0.16492374727668846,0.10000000000000142
VX04353,M,18.0,12.9,6.6,55.0,76.0,27.3,-0.2649237472766863,-0.16492374727668846,-0.09999999999999787
VX04363,F,19.8,12.8,6.4,58.0,76.0,27.2,-0.36492374727668775,-0.2399237472766842,-0.12500000000000355
VX04363,F,19.4,13.2,6.3,58.5,77.5,28.0,0.43507625272331296,-0.2399237472766842,0.6749999999999972
VX04363,F,19.6,13.1,6.4,57.5,77.5,26.6,-0.9649237472766856,-0.2399237472766842,-0.7250000000000014
VX04363,F,19.5,13.2,6.1,59.0,79.0,27.5,-0.06492374727668704,-0.2399237472766842,0.17499999999999716
VX04365,M,18.7,12.7,6.4,60.2,79.6,26.0,-1.564923747276687,-1.7649237472766899,0.20000000000000284
VX04365,M,18.5,12.7,6.4,59.3,78.7,26.9,-0.6649237472766885,-1.7649237472766899,1.1000000000000014
VX04365,M,18.6,12.2,6.3,61.0,80.0,25.4,-2.1649237472766885,-1.7649237472766899,-0.3999999999999986
VX04365,M,18.8,12.5,6.4,61.0,80.0,24.9,-2.6649237472766885,-1.7649237472766899,-0.8999999999999986
VX04369,F,19.2,14.1,6.6,56.0,77.0,26.5,-1.064923747276687,-1.6649237472766885,0.6000000000000014
VX04369,F,19.2,13.9,6.8,56.5,76.3,26.5,-1.064923747276687,-1.6649237472766885,0.6000000000000014
VX04369,F,19.0,13.7,6.6,57.0,78.0,24.5,-3.064923747276687,-1.6649237472766885,-1.3999999999999986
VX04369,F,19.0,14.0,6.3,55.0,77.0,26.1,-1.4649237472766856,-1.6649237472766885,0.20000000000000284
VX04378,M,19.4,13.7,6.3,59.0,81.0,30.7,3.1350762527233123,2.9600762527233115,0.1750000000000007
VX04378,M,19.0,13.7,6.9,58.0,80.0,30.5,2.935076252723313,2.9600762527233115,-0.02499999999999858
VX04378,M,19.5,13.0,6.4,60.0,81.0,30.0,2.435076252723313,2.9600762527233115,-0.5249999999999986
VX04378,M,19.8,13.0,6.1,60.0,81.0,30.9,3.3350762527233115,2.9600762527233115,0.375
VX04391,M,18.9,13.2,6.8,61.0,80.0,28.2,0.6350762527233123,1.685076252723313,-1.0500000000000007
VX04391,M,18.4,13.0,6.9,60.0,81.0,30.3,2.7350762527233137,1.685076252723313,1.0500000000000007
VX04406,M,19.0,13.9,6.7,63.0,81.0,28.8,1.2350762527233137,1.7350762527233137,-0.5
VX04406,M,18.5,14.5,6.7,60.0,80.0,28.8,1.2350762527233137,1.7350762527233137,-0.5
VX04406,M,18.6,13.6,6.5,63.0,82.0,27.8,0.23507625272331367,1.7350762527233137,-1.5
VX04406,M,18.6,14.3,6.5,64.5,82.0,31.8,4.235076252723314,1.7350762527233137,2.5
VX04422,M,18.1,12.8,6.5,60.8,81.0,29.5,1.935076252723313,0.7350762527233137,1.1999999999999993
VX04422,M,17.8,13.5,6.7,60.0,79.0,29.0,1.435076252723313,0.7350762527233137,0.6999999999999993
VX04422,M,18.1,12.4,6.5,62.0,82.0,26.5,-1.064923747276687,0.7350762527233137,-1.8000000000000007
VX04422,M,18.0,13.0,6.5,63.0,82.0,28.2,0.6350762527233123,0.7350762527233137,-0.10000000000000142
VX04447,M,19.4,13.2,6.4,60.0,81.0,26.8,-0.7649237472766863,-1.2982570806100213,0.533333333333335
VX04447,M,19.3,12.6,6.1,60.0,80.0,26.2,-1.3649237472766877,-1.2982570806100213,-0.06666666666666643
VX04447,M,19.5,12.5,5.9,60.0,83.0,25.8,-1.7649237472766863,-1.2982570806100213,-0.466666666666665
VX04453,F,18.0,13.2,6.3,55.0,75.0,28.7,1.1350762527233123,-1.0149237472766863,2.1499999999999986
VX04453,F,18.3,13.4,6.0,57.0,74.0,24.8,-2.7649237472766863,-1.0149237472766863,-1.75
VX04453,F,18.1,13.3,6.1,56.0,76.0,27.7,0.13507625272331225,-1.0149237472766863,1.1499999999999986
VX04453,F,18.4,13.5,6.2,59.0,76.0,25.0,-2.564923747276687,-1.0149237472766863,-1.5500000000000007
VX04465,M,20.0,13.7,6.6,62.0,80.0,31.4,3.8350762527233115,3.6350762527233123,0.1999999999999993
VX04465,M,19.0,13.5,6.6,62.0,80.0,31.0,3.435076252723313,3.6350762527233123,-0.1999999999999993
VX04467,F,16.9,13.5,6.2,56.0,74.0,24.6,-2.9649237472766856,-3.039923747276685,0.07499999999999929
VX04467,F,18.0,13.4,6.0,56.0,74.0,24.3,-3.2649237472766863,-3.039923747276685,-0.22500000000000142
VX04467,F,17.3,12.6,6.0,58.0,75.0,25.2,-2.3649237472766877,-3.039923747276685,0.6749999999999972
VX04467,F,18.0,13.1,6.1,57.0,75.0,24.0,-3.564923747276687,-3.039923747276685,-0.5250000000000021
VX04471,F,17.0,12.8,5.8,57.0,76.0,25.6,-1.9649237472766856,-1.7149237472766856,-0.25
VX04471,F,17.1,12.1,6.3,58.0,75.0,26.1,-1.4649237472766856,-1.7149237472766856,0.25
VX04473,F,17.4,13.0,6.3,56.0,77.0,26.5,-1.064923747276687,-1.8649237472766842,0.7999999999999972
VX04473,F,17.4,13.2,6.2,55.0,75.0,25.5,-2.064923747276687,-1.8649237472766842,-0.20000000000000284
VX04473,F,17.6,13.2,6.3,56.5,76.0,25.9,-1.6649237472766885,-1.8649237472766842,0.19999999999999574
VX04473,F,17.5,13.2,6.0,58.0,78.0,24.9,-2.6649237472766885,-1.8649237472766842,-0.8000000000000043
VX04486,M,18.9,14.1,6.7,58.0,79.0,26.9,-0.6649237472766885,0.5600762527233094,-1.2249999999999979
VX04486,M,18.6,14.2,6.5,56.0,78.3,27.2,-0.36492374727668775,0.5600762527233094,-0.9249999999999972
VX04486,M,18.9,13.9,6.6,59.5,80.0,28.6,1.0350762527233144,0.5600762527233094,0.475000000000005
VX04486,M,19.0,14.4,6.5,60.0,80.0,29.8,2.2350762527233137,0.5600762527233094,1.6750000000000043
VX04489,M,17.0,12.9,6.3,57.0,77.0,25.5,-2.064923747276687,-1.3315904139433528,-0.7333333333333343
VX04489,M,17.0,13.0,6.0,59.0,78.0,26.5,-1.064923747276687,-1.3315904139433528,0.2666666666666657
VX04489,M,17.5,13.0,6.1,57.0,78.0,26.7,-0.8649237472766877,-1.3315904139433528,0.466666666666665
VX04500,F,17.6,12.7,6.6,56.0,76.0,27.4,-0.16492374727668846,-0.4649237472766856,0.29999999999999716
VX04500,F,17.5,13.1,6.3,54.0,75.0,26.8,-0.7649237472766863,-0.4649237472766856,-0.3000000000000007
